Id,Neighborhood,OverallQual,GrLivArea,YearBuilt,actual_price,pred_price,rel_error,abs_rel_error,valuation_flag
500,NAmes,5,912,1958,120000.00000000004,128157.76300609423,-0.06365406835094543,0.06365406835094543,Underpriced
501,BrDale,6,1218,1973,112999.99999999993,114205.44119115075,-0.010555024161530278,0.010555024161530278,Underpriced
502,Somerst,7,1768,2005,226700.0000000002,212229.0300864094,0.06818562902397914,0.06818562902397914,Overpriced
503,Edwards,5,1214,1965,139999.9999999999,133763.2646851362,0.04662517268507377,0.04662517268507377,Overpriced
504,Crawfor,7,1801,1959,288999.9999999999,278788.45028981165,0.03662830974372477,0.03662830974372477,Overpriced
505,NPkVill,6,1322,1974,146999.99999999988,135743.33445634902,0.08292610159263963,0.08292610159263963,Overpriced
506,OldTown,5,1960,1952,124500.00000000003,120537.21337527466,0.032876043121951255,0.032876043121951255,Overpriced
507,SawyerW,8,1911,1993,215000.0,227735.6933591679,-0.05592313251960071,0.05592313251960071,Underpriced
508,Somerst,6,1218,2009,208300.00000000003,181963.6530954727,0.1447341073698338,0.1447341073698338,Overpriced
509,OldTown,7,1378,1928,161000.00000000006,162162.6774633792,-0.007169821574028341,0.007169821574028341,Underpriced
510,NAmes,5,1041,1959,124500.00000000003,140838.47685457644,-0.1160086165334406,0.1160086165334406,Underpriced
511,NAmes,5,1363,1951,164900.00000000006,148569.0359241538,0.10992172072909857,0.10992172072909857,Overpriced
512,NridgHt,7,1368,2005,202665.00000000015,191783.14006916806,0.05674044093191642,0.05674044093191642,Overpriced
513,NAmes,5,864,1958,129900.00000000012,120338.4186655767,0.07945576683199801,0.07945576683199801,Overpriced
514,Mitchel,6,1080,1983,133999.9999999999,144453.52628031094,-0.07236601659710291,0.07236601659710291,Underpriced
515,Crawfor,5,789,1926,96500.00000000003,91051.0426038517,0.05984508513379527,0.05984508513379527,Overpriced
516,NridgHt,10,2020,2009,402860.9999999999,416793.3839224624,-0.0334275553785048,0.0334275553785048,Underpriced
517,NWAmes,6,2119,1972,157999.99999999997,169107.95937172737,-0.06568560943551012,0.06568560943551012,Underpriced
518,NoRidge,7,2344,1996,265000.00000000006,282929.18654477526,-0.06336987273646935,0.06336987273646935,Underpriced
519,CollgCr,6,1796,1998,210999.99999999994,195066.97280167625,0.0816797788445855,0.0816797788445855,Overpriced
520,Crawfor,7,2080,1926,233999.9999999999,250558.5336828621,-0.06608648861196127,0.06608648861196127,Underpriced
521,OldTown,4,1294,1900,106249.99999999999,88321.78210322131,0.20298750172212376,0.20298750172212376,Overpriced
522,NAmes,6,1244,1957,150000.00000000006,140946.89939353656,0.06423057651794396,0.06423057651794396,Overpriced
523,BrkSide,6,1664,1947,158999.99999999997,151175.68837255955,0.05175641474942763,0.05175641474942763,Overpriced
524,Edwards,10,4676,2007,184750.00000000006,733347.9477582815,-0.7480732024071942,0.7480732024071942,Underpriced
525,NoRidge,7,2398,1996,315749.9999999999,293240.7563045123,0.07676028386761187,0.07676028386761187,Overpriced
526,Somerst,7,1266,2005,176000.00000000006,179633.3294973976,-0.02022636616246745,0.02022636616246745,Underpriced
527,NAmes,5,928,1956,131999.9999999999,133551.90560087108,-0.011620243035012457,0.011620243035012457,Underpriced
528,NridgHt,9,2713,2008,446261.0000000001,438521.3143517352,0.017649508461650264,0.017649508461650264,Overpriced
529,Edwards,4,605,1920,86000.00000000001,92802.37704019,-0.07329959918207775,0.07329959918207775,Underpriced
530,Crawfor,6,2515,1957,200624.0000000001,210847.79405019648,-0.04848897801492964,0.04848897801492964,Underpriced
531,Timber,6,1509,1988,175000.00000000012,183520.79785305724,-0.046429603362337285,0.046429603362337285,Underpriced
532,BrkSide,6,1362,1920,127999.99999999997,131544.30121780248,-0.02694378384308786,0.02694378384308786,Underpriced
533,NAmes,5,827,1955,107500.00000000003,104557.29244614528,0.028144450616588625,0.028144450616588625,Overpriced
534,BrkSide,1,334,1946,39299.99999999996,51582.87293871286,-0.23811920970952014,0.23811920970952014,Underpriced
535,Gilbert,8,1414,2004,177999.99999999994,185280.30223844558,-0.039293449711002154,0.039293449711002154,Underpriced
536,Edwards,5,1347,1910,107500.00000000003,134112.8824048208,-0.19843643599046337,0.19843643599046337,Underpriced
537,CollgCr,7,1724,1998,188000.00000000012,192459.60705015872,-0.023171652059937684,0.023171652059937684,Underpriced
538,NAmes,4,864,1972,111250.00000000006,121530.34165729252,-0.08459074102072667,0.08459074102072667,Underpriced
539,Sawyer,5,1159,1968,157999.99999999997,137482.74964993823,0.1492350887824345,0.1492350887824345,Overpriced
540,CollgCr,8,1601,2001,271999.9999999999,256140.30632203625,0.06191799293791658,0.06191799293791658,Overpriced
541,Timber,9,1838,2006,315000.0000000002,350131.35893854604,-0.10033765340256771,0.10033765340256771,Underpriced
542,NoRidge,8,2285,2000,248000.0000000002,250193.40954185996,-0.008766855793188977,0.008766855793188977,Underpriced
543,NWAmes,7,1680,1998,213250.00000000012,216206.29464770644,-0.013673490184563802,0.013673490184563802,Underpriced
544,NAmes,7,767,1998,133000.00000000012,160017.6981933935,-0.16884193747581877,0.16884193747581877,Underpriced
545,Gilbert,7,1496,2006,179664.99999999988,203537.5239178417,-0.1172880727756028,0.1172880727756028,Underpriced
546,NWAmes,7,2183,1988,229000.00000000006,246051.03731728301,-0.0692987824932257,0.0692987824932257,Underpriced
547,BrkSide,6,1635,1923,210000.0,173830.62603299838,0.20807250593537854,0.20807250593537854,Overpriced
548,Mitchel,5,768,1970,129500.00000000006,127344.85555719117,0.016923686735354625,0.016923686735354625,Overpriced
549,OldTown,5,825,1955,124999.9999999999,129190.80158493282,-0.032438854264541434,0.032438854264541434,Underpriced
550,Somerst,7,2094,2003,263000.0000000002,233376.7844106462,0.1269330009159326,0.1269330009159326,Overpriced
551,NPkVill,6,1069,1977,139999.9999999999,132319.39472021797,0.0580459523414701,0.0580459523414701,Overpriced
552,OldTown,5,928,1957,112500.00000000004,119272.90621510301,-0.05678495167115615,0.05678495167115615,Underpriced
553,NridgHt,8,1717,2006,255499.99999999985,265469.33840077254,-0.037553634106407496,0.037553634106407496,Underpriced
554,Edwards,4,1126,1949,108000.00000000001,102881.8884393172,0.04974744960772784,0.04974744960772784,Overpriced
555,NridgHt,7,2046,2003,284000.00000000023,262747.1265167694,0.08088717758774194,0.08088717758774194,Overpriced
556,BrkSide,5,1048,1922,112999.99999999993,116637.96465715922,-0.031190227537428068,0.031190227537428068,Underpriced
557,NAmes,5,1092,1957,140999.99999999994,144510.0446569738,-0.024289278058876217,0.024289278058876217,Underpriced
558,IDOTRR,4,1336,1920,108000.00000000001,81506.03712881362,0.32505522050243774,0.32505522050243774,Overpriced
559,Gilbert,7,1446,1996,175000.00000000012,195932.73275122623,-0.10683632314670048,0.10683632314670048,Underpriced
560,Blmngtn,7,1557,2003,233999.9999999999,188203.22945103605,0.24333679439267322,0.24333679439267322,Overpriced
561,Sawyer,5,1392,1957,121500.00000000007,167285.319063264,-0.2736959783419418,0.2736959783419418,Underpriced
562,Mitchel,5,1389,1974,170000.00000000012,165544.5551466813,0.0269138713101803,0.0269138713101803,Overpriced
563,Edwards,5,996,1940,108000.00000000001,121551.81625042553,-0.11149003501934981,0.11149003501934981,Underpriced
564,Edwards,6,1674,1918,185000.00000000006,176465.83833621812,0.04836155113219086,0.04836155113219086,Overpriced
565,NoRidge,7,2295,1992,267999.99999999977,257877.23219410577,0.039254213021312885,0.039254213021312885,Overpriced
566,SWISU,6,1647,1915,127999.99999999997,124745.25106377758,0.026091165062134145,0.026091165062134145,Overpriced
567,StoneBr,9,2504,2005,324999.9999999999,300052.9704645477,0.08314208486864413,0.08314208486864413,Overpriced
568,NridgHt,7,1535,2004,214000.00000000017,207787.86255295397,0.029896536644256896,0.029896536644256896,Overpriced
569,SawyerW,8,2132,1983,316600.0000000002,316778.9881501353,-0.0005650253231136595,0.0005650253231136595,Underpriced
570,NAmes,5,943,1979,135960.00000000006,137715.53636220182,-0.012747554913372835,0.012747554913372835,Underpriced
571,NAmes,5,1728,1965,142599.9999999999,144668.23849185483,-0.014296424103977516,0.014296424103977516,Underpriced
572,NAmes,6,864,1959,120000.00000000004,119205.1682393771,0.0066677625841425735,0.0066677625841425735,Overpriced
573,Timber,7,1692,2009,224499.99999999985,219693.60150682367,0.021877735447051214,0.021877735447051214,Overpriced
574,Gilbert,7,1430,2000,170000.00000000012,169482.2822229994,0.003054701472095558,0.003054701472095558,Overpriced
575,NAmes,5,1109,1971,139000.00000000003,114042.92208496369,0.21883934100217933,0.21883934100217933,Overpriced
576,NAmes,5,1216,1947,118500.00000000009,108809.80504731581,0.08905626610093191,0.08905626610093191,Overpriced
577,SWISU,7,1477,1928,145000.00000000012,152063.1357253709,-0.046448704951915165,0.046448704951915165,Underpriced
578,Sawyer,5,1320,1966,164500.00000000012,154775.5103059716,0.06282964065054235,0.06282964065054235,Overpriced
579,Somerst,7,1392,2007,145999.99999999997,154380.62718406922,-0.05428548475889376,0.05428548475889376,Underpriced
580,OldTown,5,1795,1954,131499.99999999997,119510.53011966294,0.10032145174431296,0.10032145174431296,Overpriced
581,NAmes,6,1429,1960,181899.99999999988,187739.41499989896,-0.03110383080666475,0.03110383080666475,Underpriced
582,NridgHt,8,2042,2008,253293.00000000017,394922.7810797048,-0.3586265160305361,0.3586265160305361,Underpriced
583,Edwards,6,816,1990,118500.00000000009,126101.5211515216,-0.06028096316449388,0.06028096316449388,Underpriced
584,OldTown,10,2775,1893,324999.9999999999,249971.20463590996,0.3001497531420527,0.3001497531420527,Overpriced
585,BrkSide,4,1573,1935,133000.00000000012,139225.66061578057,-0.044716330224220176,0.044716330224220176,Underpriced
586,Timber,8,2028,2005,369899.9999999998,369285.6510781915,0.001663614386355394,0.001663614386355394,Overpriced
587,BrkSide,6,838,1918,130000.00000000009,120072.91226843692,0.08267549727926987,0.08267549727926987,Overpriced
588,Sawyer,5,860,1982,136999.9999999999,137796.6606352616,-0.00578142192698259,0.00578142192698259,Underpriced
589,ClearCr,5,1473,1968,143000.0000000001,226510.2303180266,-0.36868193635570384,0.36868193635570384,Underpriced
590,BrkSide,5,935,1930,79500.00000000004,102948.18050342199,-0.22776682782307675,0.22776682782307675,Underpriced
591,CollgCr,7,1582,2004,185900.00000000012,188491.11806045182,-0.013746632133725742,0.013746632133725742,Underpriced
592,NridgHt,10,2296,2008,451950.00000000006,394643.0984823887,0.14521196934137875,0.14521196934137875,Overpriced
593,Mitchel,5,816,1982,138000.00000000006,148182.85646686162,-0.06871818177657256,0.06871818177657256,Underpriced
594,CollgCr,6,848,2003,139999.9999999999,140609.1556579419,-0.004332261687310637,0.004332261687310637,Underpriced
595,CollgCr,5,924,1975,109999.99999999991,115823.4151403582,-0.05027839261431979,0.05027839261431979,Underpriced
596,StoneBr,8,1826,2005,319000.0,343024.05626833293,-0.07003606840197805,0.07003606840197805,Underpriced
597,OldTown,6,1368,1910,114503.99999999991,102362.09310098758,0.11861721982407558,0.11861721982407558,Overpriced
598,Blmngtn,7,1402,2006,194200.99999999997,170175.25207361035,0.14118238482759607,0.14118238482759607,Overpriced
599,Crawfor,5,1647,1977,217499.9999999998,201106.88681749787,0.08151442967429794,0.08151442967429794,Overpriced
600,Blueste,6,1556,1980,151000.00000000006,156953.54419257003,-0.0379318875734684,0.0379318875734684,Underpriced
601,NridgHt,8,1904,2005,275000.0000000002,247525.2045414648,0.11099797093161422,0.11099797093161422,Overpriced
602,IDOTRR,6,1375,1937,140999.99999999994,124023.48600974573,0.13688144509113545,0.13688144509113545,Overpriced
603,SawyerW,8,1915,1992,219999.99999999983,220067.0446415576,-0.0003046555274414769,0.0003046555274414769,Underpriced
604,Somerst,7,1200,2004,151000.00000000006,150755.1712583485,0.0016240155452577495,0.0016240155452577495,Overpriced
605,CollgCr,7,1494,2002,221000.00000000006,224258.65122272033,-0.014530771521870869,0.014530771521870869,Underpriced
606,NAmes,7,1986,1965,205000.0,205837.44475462183,-0.00406847624648734,0.00406847624648734,Underpriced
607,CollgCr,5,1040,1996,152000.00000000006,151892.52394476623,0.0007075796256628728,0.0007075796256628728,Overpriced
608,Edwards,5,2008,1948,225000.00000000015,162268.06728752228,0.3865944406752769,0.3865944406752769,Overpriced
609,Crawfor,8,3194,1934,359099.9999999999,301582.98831251194,0.19071702952915434,0.19071702952915434,Overpriced
610,Sawyer,4,1029,1961,118500.00000000009,125635.4764151245,-0.05679507587130397,0.05679507587130397,Underpriced
611,CollgCr,9,2153,2000,312999.9999999999,331494.4918232237,-0.05579124926481854,0.05579124926481854,Underpriced
612,NWAmes,6,1032,1978,148000.00000000015,148592.62210776642,-0.003988233731661859,0.003988233731661859,Underpriced
613,CollgCr,8,1872,2001,261500.00000000012,260215.18142590282,0.004937523502882768,0.004937523502882768,Overpriced
614,Mitchel,5,1120,2007,146999.99999999988,132721.77300271863,0.10758014057715141,0.10758014057715141,Overpriced
615,MeadowV,4,630,1972,75500.00000000006,81477.78516828716,-0.07336705527697351,0.07336705527697351,Underpriced
616,NAmes,6,1054,1963,137500.00000000012,136098.95007251643,0.010294347801633899,0.010294347801633899,Overpriced
617,Gilbert,6,1509,2002,183199.99999999997,187148.44654991414,-0.02109793921725704,0.02109793921725704,Underpriced
618,NAmes,6,832,1954,105499.99999999993,117395.1837937994,-0.10132599489509682,0.10132599489509682,Underpriced
619,NridgHt,9,1828,2007,314813.00000000006,333613.0967347737,-0.05635299368873385,0.05635299368873385,Underpriced
620,Timber,8,2262,2003,304999.99999999977,312835.2067657022,-0.025045795985394425,0.025045795985394425,Underpriced
621,Edwards,3,864,1914,67000.0,59746.38282499656,0.12140680041250444,0.12140680041250444,Overpriced
622,NWAmes,6,2614,1974,240000.00000000003,242687.19226465808,-0.011072657932964098,0.011072657932964098,Underpriced
623,Sawyer,5,980,1977,134999.99999999997,132190.9234979863,0.021250146588592762,0.021250146588592762,Overpriced
624,Somerst,6,1512,2000,168500.0,181103.7448736051,-0.06959405992626724,0.06959405992626724,Underpriced
625,NWAmes,6,1790,1972,165150.0000000001,160972.21387400548,0.025953461317644557,0.025953461317644557,Overpriced
626,NAmes,6,1116,1962,159999.99999999997,145945.4900214567,0.09629972105665612,0.09629972105665612,Overpriced
627,NAmes,5,1422,1960,139900.0000000001,135381.8510678921,0.03337337240160941,0.03337337240160941,Overpriced
628,NAmes,6,1520,1955,152999.9999999999,162856.34935930299,-0.060521738317720924,0.060521738317720924,Underpriced
629,NAmes,5,2080,1969,134999.99999999997,159402.59914535595,-0.15308783718829927,0.15308783718829927,Underpriced
630,NAmes,6,1350,1964,168500.0,157519.93617974594,0.06970586762887404,0.06970586762887404,Overpriced
631,OldTown,5,1750,1880,124000.00000000007,111870.11275851478,0.10842830978162264,0.10842830978162264,Overpriced
632,NridgHt,8,1554,2006,209499.9999999999,239561.67471066,-0.12548616028406154,0.12548616028406154,Underpriced
633,NWAmes,7,1411,1977,82500.00000000001,181685.16855235636,-0.5459178057441385,0.5459178057441385,Underpriced
634,NAmes,5,1056,1954,139400.00000000006,142323.8918328052,-0.02054392832540013,0.02054392832540013,Underpriced
635,OldTown,6,1056,1980,144000.0,146980.57615210823,-0.020278707773084746,0.020278707773084746,Underpriced
636,SWISU,6,3395,1914,199999.99999999997,211540.5299987924,-0.05455469927610706,0.05455469927610706,Underpriced
637,BrkSide,2,800,1936,60000.000000000015,53417.053722877,0.12323679084351538,0.12323679084351538,Overpriced
638,OldTown,5,1387,1954,93000.00000000007,110450.6688626122,-0.15799513975165452,0.15799513975165452,Underpriced
639,Edwards,5,796,1910,84999.99999999996,98132.6549764313,-0.13382553421779358,0.13382553421779358,Underpriced
640,Blmngtn,8,1567,2006,264560.99999999994,292948.71737806604,-0.096903368043869,0.096903368043869,Underpriced
641,NridgHt,8,1518,2003,273999.99999999994,285475.98289032315,-0.04019946888047728,0.04019946888047728,Underpriced
642,Somerst,7,1929,2001,225999.9999999998,230493.66074550743,-0.019495810561441725,0.019495810561441725,Underpriced
643,NAmes,8,2704,1972,344999.9999999997,365807.249856801,-0.056880364905142006,0.056880364905142006,Underpriced
644,NWAmes,5,1620,1969,152000.00000000006,155908.35549034883,-0.025068287572250776,0.025068287572250776,Underpriced
645,Somerst,9,1766,2009,370878.00000000006,364432.0987542856,0.017687523321211436,0.017687523321211436,Overpriced
646,NAmes,6,981,1971,143250.0000000001,135152.90008922,0.05991066344440156,0.05991066344440156,Overpriced
647,NAmes,5,1048,1950,98299.99999999996,104810.894199029,-0.062120395487374504,0.062120395487374504,Underpriced
648,Edwards,6,1094,1953,155000.00000000012,141750.93962945888,0.09346717845521638,0.09346717845521638,Overpriced
649,NAmes,6,1839,1966,155000.00000000012,152201.31846325833,0.018388024262860733,0.018388024262860733,Overpriced
650,MeadowV,4,630,1970,84499.99999999994,78098.50012814894,0.08196700143212762,0.08196700143212762,Overpriced
651,Somerst,7,1665,2007,205950.00000000012,199574.81707520946,0.03194382446753379,0.03194382446753379,Overpriced
652,Edwards,4,1510,1940,108000.00000000001,124587.60813755049,-0.1331401122914005,0.1331401122914005,Underpriced
653,CollgCr,7,1716,1996,191000.00000000015,192115.36122576828,-0.005805684764881442,0.005805684764881442,Underpriced
654,IDOTRR,6,1469,1906,134999.99999999997,127285.88874914644,0.06060460689445639,0.06060460689445639,Overpriced
655,NoRidge,8,2113,1995,349999.9999999997,373665.60278092744,-0.06333364003751342,0.06333364003751342,Underpriced
656,BrDale,6,1092,1971,87999.99999999996,90150.63429781958,-0.023856008497009935,0.023856008497009935,Underpriced
657,NAmes,5,1053,1959,145500.0000000001,146843.04298276652,-0.009146112444183367,0.009146112444183367,Underpriced
658,Crawfor,7,1502,1931,149000.0,181608.00602816563,-0.17955158883859146,0.17955158883859146,Underpriced
659,NAmes,6,1458,1948,97500.0,132862.0593046439,-0.2661561885290445,0.2661561885290445,Underpriced
660,Edwards,5,1486,1964,167000.0000000001,162346.14833211596,0.02866622778363435,0.02866622778363435,Overpriced
661,NWAmes,7,1935,1976,197900.0000000001,198799.1859762074,-0.004523086811406413,0.004523086811406413,Underpriced
662,NoRidge,8,2448,1994,402000.0000000001,376642.21157830703,0.06732593331860517,0.06732593331860517,Overpriced
663,NAmes,6,1392,1968,109999.99999999991,117533.01749514007,-0.06409277712496102,0.06409277712496102,Underpriced
664,Edwards,4,1181,1972,137500.00000000012,139676.00794063788,-0.01557896715921723,0.01557896715921723,Underpriced
665,Somerst,8,2097,2005,423000.0,364348.10767057276,0.16097762303312868,0.16097762303312868,Overpriced
666,Gilbert,8,1936,2000,230500.0,250624.3316528135,-0.0802967992776195,0.0802967992776195,Underpriced
667,NAmes,6,2380,1965,129000.0000000001,181124.21671433243,-0.2877815990588503,0.2877815990588503,Underpriced
668,SawyerW,6,1679,1994,193499.99999999985,211372.31316881347,-0.08455370952268386,0.08455370952268386,Underpriced
669,Sawyer,5,1437,1956,167999.9999999999,168621.29630755758,-0.003684566072985548,0.003684566072985548,Underpriced
670,Crawfor,4,1180,1922,137500.00000000012,124264.05335557362,0.10651468616231828,0.10651468616231828,Overpriced
671,CollgCr,6,1476,2005,173499.99999999985,168448.82171423404,0.02998642694179785,0.02998642694179785,Overpriced
672,Edwards,6,1369,1925,103600.0,100072.01899399771,0.035254420181268585,0.035254420181268585,Overpriced
673,Veenker,6,1208,1977,165000.00000000015,167731.60844685748,-0.016285591440702105,0.016285591440702105,Underpriced
674,Crawfor,6,1839,1957,257500.00000000006,255765.41366664984,0.00678194251710273,0.00678194251710273,Overpriced
675,NAmes,6,1136,1965,139999.9999999999,145563.93072903092,-0.03822327894805436,0.03822327894805436,Underpriced
676,NPkVill,6,1441,1978,148499.99999999988,150216.55917442913,-0.011427230019534699,0.011427230019534699,Underpriced
677,OldTown,4,1774,1900,86999.99999999994,89069.31303781144,-0.023232614771970268,0.023232614771970268,Underpriced
678,OldTown,5,792,1924,109499.99999999991,103614.08952600449,0.056806082077459234,0.056806082077459234,Overpriced
679,StoneBr,8,2046,2008,372499.9999999998,359360.8396836627,0.036562582411325734,0.036562582411325734,Overpriced
680,Sawyer,5,988,1961,128500.00000000004,127809.79276530832,0.0054002687881602686,0.0054002687881602686,Overpriced
681,SawyerW,6,923,1980,143000.0000000001,126268.64952913031,0.13250597462840397,0.13250597462840397,Overpriced
682,SWISU,5,1520,1932,159433.99999999988,105494.52138535351,0.51130123068301,0.51130123068301,Overpriced
683,ClearCr,6,1291,1996,172999.9999999999,172386.9862420563,0.0035560326873100047,0.0035560326873100047,Overpriced
684,CollgCr,9,1668,2002,284999.99999999994,288504.84613314236,-0.012148309396248284,0.012148309396248284,Underpriced
685,NoRidge,7,1839,1998,221000.00000000006,220519.47267864703,0.0021790697915067183,0.0021790697915067183,Overpriced
686,StoneBr,7,2090,1984,207500.0000000001,220062.1768867121,-0.057084670634604456,0.057084670634604456,Underpriced
687,Somerst,7,1761,2007,227875.0,218683.0880461425,0.04203302612919925,0.04203302612919925,Overpriced
688,Somerst,7,1102,2004,148800.00000000003,151566.2602584945,-0.01825116126621218,0.01825116126621218,Underpriced
689,StoneBr,8,1419,2007,392000.0,226956.59411675978,0.7272025143201268,0.7272025143201268,Overpriced
690,NridgHt,6,1362,2005,194699.99999999983,175306.5789401077,0.11062574591976816,0.11062574591976816,Overpriced
691,CollgCr,6,848,2004,140999.99999999994,141865.76559119,-0.0061027097522942915,0.0061027097522942915,Underpriced
692,NoRidge,10,4316,1994,755000.0000000005,407485.27559471776,0.8528276853638231,0.8528276853638231,Overpriced
693,Timber,7,2519,1989,334999.9999999998,266504.0042144661,0.2570167603576131,0.2570167603576131,Overpriced
694,OldTown,5,1073,1921,108480.00000000001,101016.77793761126,0.07388101476566693,0.07388101476566693,Overpriced
695,BrkSide,5,1539,1936,141500.0000000001,124011.21489725125,0.14102583477824215,0.14102583477824215,Overpriced
696,Timber,6,1137,1987,176000.00000000006,170074.49965947078,0.03484061603822754,0.03484061603822754,Overpriced
697,BrkSide,5,616,1921,89000.00000000004,96958.40990795621,-0.08208065618558705,0.08208065618558705,Underpriced
698,Edwards,5,1148,1952,123500.0,126124.26721907884,-0.02080699675757458,0.02080699675757458,Underpriced
699,Sawyer,5,894,1965,138499.9999999999,124354.83454874271,0.11374841599514003,0.11374841599514003,Overpriced
700,Somerst,7,1391,2004,196000.0000000001,181496.07954502315,0.0799131336133296,0.0799131336133296,Overpriced
701,Timber,8,1800,2002,312500.00000000023,322469.72954653855,-0.03091679197473169,0.03091679197473169,Underpriced
702,NWAmes,7,1164,1969,139999.9999999999,157435.59928275374,-0.11074750159549085,0.11074750159549085,Underpriced
703,StoneBr,8,2576,2006,361918.99999999977,336504.9065087947,0.07552369371036456,0.07552369371036456,Overpriced
704,OldTown,5,1812,1900,139999.9999999999,161611.67082379851,-0.13372592903492292,0.13372592903492292,Underpriced
705,CollgCr,7,1484,2004,213000.00000000015,211938.16861489727,0.005010099842054797,0.005010099842054797,Overpriced
706,IDOTRR,4,1092,1930,55000.00000000004,68128.67889356097,-0.19270414613605194,0.19270414613605194,Underpriced
707,ClearCr,7,1824,1971,302000.00000000006,269357.20268203446,0.12118776477085386,0.12118776477085386,Overpriced
708,NridgHt,8,1324,2006,254000.0000000002,219137.98119455695,0.15908706749694732,0.15908706749694732,Overpriced
709,Gilbert,7,1456,2007,179540.0,177126.42892591844,0.013626261697462496,0.013626261697462496,Overpriced
710,Sawyer,5,904,1966,109900.00000000003,108354.74932460827,0.014261033180580814,0.014261033180580814,Overpriced
711,BrkSide,3,729,1935,52000.000000000044,77037.52571694377,-0.3250042817955786,0.3250042817955786,Underpriced
712,IDOTRR,4,1178,1900,102775.99999999994,70370.17340863991,0.46050514048301766,0.46050514048301766,Overpriced
713,StoneBr,8,1228,1988,188999.99999999988,195660.3591212602,-0.03404041141073739,0.03404041141073739,Underpriced
714,BrkSide,4,960,1970,129000.0000000001,122236.08828512186,0.05533481813571351,0.05533481813571351,Overpriced
715,Sawyer,6,1479,1976,130499.99999999996,177509.37462935701,-0.2648275603894923,0.2648275603894923,Underpriced
716,NWAmes,6,1350,1974,165000.00000000015,143926.16469481314,0.14642115524910165,0.14642115524910165,Overpriced
717,OldTown,7,2554,1890,159499.9999999999,227886.59785189544,-0.30009047700269015,0.30009047700269015,Underpriced
718,NWAmes,5,1178,1973,156999.99999999994,155940.6535946053,0.006793266418830021,0.006793266418830021,Overpriced
719,NoRidge,7,2418,1993,341000.0000000002,336919.58919992065,0.012110933679366142,0.012110933679366142,Overpriced
720,CollgCr,5,971,1969,128500.00000000004,129916.61539719111,-0.010904035583594,0.010904035583594,Underpriced
721,StoneBr,8,1742,1985,275000.0000000002,254329.87459808102,0.08127289581919653,0.08127289581919653,Overpriced
722,CollgCr,6,848,2004,143000.0000000001,142931.5181233597,0.00047912369181772987,0.00047912369181772987,Overpriced
723,NAmes,4,864,1970,124500.00000000003,117261.31584130714,0.06173122062257256,0.06173122062257256,Overpriced
724,Edwards,4,1470,1954,134999.99999999997,129740.08454263107,0.04054194565936601,0.04054194565936601,Overpriced
725,Edwards,9,1698,2007,320000.00000000006,310694.0545749307,0.029952119417930585,0.029952119417930585,Overpriced
726,NAmes,4,864,1970,120499.99999999996,118577.84363083067,0.0162100803178168,0.0162100803178168,Overpriced
727,Crawfor,6,1680,1988,221999.99999999983,221289.99971915717,0.0032084607607380535,0.0032084607607380535,Overpriced
728,CollgCr,7,1232,2007,194500.0,196582.812281783,-0.010595088439356972,0.010595088439356972,Underpriced
729,NAmes,5,1776,1958,109999.99999999991,142569.87003929546,-0.22844847954423023,0.22844847954423023,Underpriced
730,IDOTRR,4,1208,1925,103000.00000000001,97225.47282690174,0.059393150839997765,0.059393150839997765,Overpriced
731,StoneBr,8,1616,1995,236499.99999999983,263653.03612187755,-0.10298776195137699,0.10298776195137699,Underpriced
732,Timber,7,1146,2003,187500.0,180378.46937307483,0.039481045890215366,0.039481045890215366,Overpriced
733,CollgCr,7,2031,1998,222499.99999999988,236651.519650869,-0.05979898067735549,0.05979898067735549,Underpriced
734,Sawyer,5,1144,1961,131399.99999999997,137794.8366237683,-0.04640839076741773,0.04640839076741773,Underpriced
735,Sawyer,5,948,1968,108000.00000000001,115519.70077826628,-0.06509453130163419,0.06509453130163419,Underpriced
736,OldTown,7,1768,1914,162999.99999999988,170766.06970446283,-0.04547782658407105,0.04547782658407105,Underpriced
737,NAmes,3,1040,1950,93500.00000000009,84406.07070641144,0.10774022789450709,0.10774022789450709,Overpriced
738,Gilbert,8,1801,2005,239900.0000000001,231189.42383377653,0.03767722598109159,0.03767722598109159,Overpriced
739,Edwards,5,1200,1987,178999.99999999994,145765.26728105042,0.22800172728987314,0.22800172728987314,Overpriced
740,CollgCr,7,1728,2004,189999.9999999999,198726.97529711673,-0.04391439704684841,0.04391439704684841,Underpriced
741,OldTown,5,1432,1910,131999.9999999999,126239.21153187563,0.04563390723229983,0.04563390723229983,Overpriced
742,Sawyer,6,912,1961,142000.0,132644.55845939644,0.07053015705478284,0.07053015705478284,Overpriced
743,SawyerW,7,1349,2000,178999.99999999994,171015.06967706498,0.04669138420382042,0.04669138420382042,Overpriced
744,Sawyer,5,1464,1963,175000.00000000012,160645.08720207663,0.08935793212192254,0.08935793212192254,Overpriced
745,StoneBr,8,1337,1993,180000.00000000003,208351.56320686027,-0.13607559631655658,0.13607559631655658,Underpriced
746,NWAmes,8,2715,1976,299800.0000000001,297186.09369739785,0.008795520241481442,0.008795520241481442,Overpriced
747,Gilbert,7,2256,2000,235999.9999999999,222093.1030292233,0.06261741936644795,0.06261741936644795,Overpriced
748,OldTown,7,2640,1880,265978.9999999998,281872.0345674272,-0.05638386437241808,0.05638386437241808,Underpriced
749,NoRidge,7,1720,1996,260400.00000000003,234982.923674494,0.10816563147675612,0.10816563147675612,Overpriced
